#Date, time, sensornum, avgWatts
2015 01 31, 21:52, 1, 374.526851102
2015 01 31, 21:52, 1, 374.292768319
2015 01 31, 21:52, 1, 373.890446792
2015 01 31, 21:52, 1, 373.373602347
2015 01 31, 21:52, 1, 373.055501626
2015 01 31, 21:52, 1, 372.671792608
2015 01 31, 21:52, 1, 372.119200214
2015 01 31, 21:52, 1, 371.766430683
2015 01 31, 21:52, 1, 371.347971104
2015 01 31, 21:52, 1, 370.991724873
2015 01 31, 21:52, 1, 370.543995913
2015 01 31, 21:52, 1, 370.095181944
2015 01 31, 21:54, 1, 358.237336434
2015 01 31, 21:54, 1, 357.917441066
2015 01 31, 21:54, 1, 357.494092286
2015 01 31, 21:54, 1, 357.223778039
2015 01 31, 21:54, 1, 356.761203738
2015 01 31, 21:54, 1, 356.44215067
2015 01 31, 21:54, 1, 356.014410386
2015 01 31, 21:54, 1, 355.725240726
2015 01 31, 21:54, 1, 355.259291684
2015 01 31, 21:54, 1, 354.870355383
2015 01 31, 21:54, 1, 354.682504345
2015 01 31, 21:54, 1, 354.303800619
2015 01 31, 21:54, 1, 353.918767551
2015 01 31, 21:54, 1, 353.508615957
2015 01 31, 21:54, 1, 353.211688942
2015 01 31, 21:54, 1, 352.772901994
2015 01 31, 21:54, 1, 352.460015221
2015 01 31, 21:54, 1, 352.149149617
2015 01 31, 21:54, 1, 351.606893686
2015 01 31, 21:54, 1, 351.356235575
2015 01 31, 21:54, 1, 351.005256768
2015 01 31, 21:54, 1, 350.702978486
2015 01 31, 21:54, 1, 350.327061297
2015 01 31, 21:54, 1, 349.912575093
2015 01 31, 21:54, 1, 349.656891088
2015 01 31, 21:54, 1, 349.284491728
2015 01 31, 21:54, 1, 348.93167111
2015 01 31, 21:54, 1, 348.560144252
2015 01 31, 21:54, 1, 348.242841388
2015 01 31, 21:56, 1, 338.385661261
2015 01 31, 21:56, 1, 338.080281449
2015 01 31, 21:56, 1, 337.652953494
2015 01 31, 21:56, 1, 337.39376655
2015 01 31, 21:56, 1, 337.108551654
2015 01 31, 21:56, 1, 336.761192215
2015 01 31, 21:56, 1, 336.480107056
2015 01 31, 21:56, 1, 336.114823234
2015 01 31, 21:56, 1, 335.894866936
2015 01 31, 21:56, 1, 335.549114757
2015 01 31, 21:56, 1, 335.207643727
2015 01 31, 21:56, 1, 334.814595681
2015 01 31, 21:56, 1, 334.532837613
2015 01 31, 21:56, 1, 334.175304726
2015 01 31, 21:56, 1, 333.870642388
2015 01 31, 21:56, 1, 333.612130652
2015 01 31, 21:56, 1, 333.299469453
2015 01 31, 21:56, 1, 333.111638696
2015 01 31, 21:56, 1, 332.785067812
2015 01 31, 21:56, 1, 332.497527326
2015 01 31, 21:56, 1, 332.172566351
2015 01 31, 21:56, 1, 331.840213247
2015 01 31, 21:56, 1, 331.584800233
2015 01 31, 21:56, 1, 331.249539363
2015 01 31, 21:56, 1, 330.917223585
2015 01 31, 21:56, 1, 330.559386818
2015 01 31, 21:56, 1, 330.174625185
2015 01 31, 21:56, 1, 329.908375322
2015 01 31, 21:56, 1, 329.627856471
2015 01 31, 21:56, 1, 329.359807686
2015 01 31, 21:58, 1, 320.284567482
2015 01 31, 21:58, 1, 320.023531246
2015 01 31, 21:58, 1, 319.797452109
2015 01 31, 21:58, 1, 319.457411704
2015 01 31, 21:58, 1, 319.127967557
2015 01 31, 21:58, 1, 318.89929408
2015 01 31, 21:58, 1, 318.560481872
2015 01 31, 21:58, 1, 318.320653862
2015 01 31, 21:58, 1, 317.966292249
2015 01 31, 21:58, 1, 317.646168175
2015 01 31, 21:58, 1, 317.413413258
2015 01 31, 21:58, 1, 317.108813589
2015 01 31, 21:58, 1, 316.800724173
2015 01 31, 21:58, 1, 316.48386261
2015 01 31, 21:58, 1, 316.219813677
2015 01 31, 21:58, 1, 315.965111386
2015 01 31, 21:58, 1, 315.734367954
2015 01 31, 21:58, 1, 315.396790281
2015 01 31, 21:58, 1, 314.372707497
2015 01 31, 21:58, 1, 314.363550205
2015 01 31, 21:58, 1, 314.27751283
2015 01 31, 21:58, 1, 314.239027517
2015 01 31, 21:58, 1, 314.008984353
2015 01 31, 21:58, 1, 313.693450455
2015 01 31, 21:58, 1, 313.441664703
2015 01 31, 21:58, 1, 313.192513315
2015 01 31, 21:58, 1, 312.864070234
2015 01 31, 21:58, 1, 312.63063324
2015 01 31, 21:58, 1, 312.297943616
2015 01 31, 21:59, 1, 311.971365884
2015 01 31, 22:00, 1, 303.93899303
2015 01 31, 22:00, 1, 303.696377149
2015 01 31, 22:00, 1, 303.399036942
2015 01 31, 22:00, 1, 302.943124612
2015 01 31, 22:00, 1, 302.894474443
2015 01 31, 22:00, 1, 302.614818197
2015 01 31, 22:00, 1, 302.308136041
2015 01 31, 22:00, 1, 302.090229148
2015 01 31, 22:00, 1, 301.833783935
2015 01 31, 22:00, 1, 301.534710765
2015 01 31, 22:00, 1, 301.302699017
2015 01 31, 22:00, 1, 300.97151446
2015 01 31, 22:00, 1, 300.740871239
